Площадь,_скв.;Глубина,_м;Возраст;Литология;Tmax;ТОС;Kглинистости;HI
Южно-Носковская_318;3986,54;J2-K1gl;алевролиты_темно-серые;;0,65;0,15;
Южно-Носковская_318;3989;J2-K1gl;алевролиты_темно-серые;470;0,93;0,14;40
Южно-Носковская_318;3996,5;J2-K1gl;алевролиты_темно-серые;473;0,98;0,16;53
Южно-Носковская_318;3999,15;J2-K1gl;алевролиты_темно-серые;476;0,69;0,17;43
Южно-Носковская_318;4001,6;J2-K1gl;алевролиты_темно-серые;474;0,75;0,18;43
Южно-Носковская_318;4002,9;J2-K1gl;алевролиты_темно-серые;472;1,06;0,17;48
Южно-Носковская_318;4004,55;J2-K1gl;алевролиты_темно-серые;476;0,95;0,17;48
Южно-Носковская_318;4008;J2-K1gl;алевролиты_темно-серые;467;1,3;0,21;49
Южно-Носковская_318;4009,7;J2-K1gl;алевролиты_темно-серые;472;1,11;0,21;50
Южно-Носковская_318;4011,75;J2-K1gl;алевролиты_темно-серые;467;0,84;0,19;44
Южно-Носковская_318;4014,9;J2-K1gl;алевропелиты_темно-серые;472;1,57;0,2;36
Южно-Носковская_318;4016;J2-K1gl;алевропелиты_темно-серые;464;1,43;0,19;45
Южно-Носковская_318;4017,8;J2-K1gl;алевропелиты_темно-серые;471;1,1;0,21;50
Южно-Носковская_318;4021;J2-K1gl;алевропелиты_темно-серые;476;1,17;0,22;56
Южно-Носковская_318;4025,2;J2-K1gl;алевропелиты_темно-серые;477;1,18;0,24;42
Южно-Носковская_318;4026,8;J2-K1gl;алевропелиты_темно-серые;458;2,98;0,23;32
Южно-Носковская_318;4030,4;J2ml;алевропелиты_темно-серые;476;2,95;0,21;60
Южно-Носковская_318;4032,3;J2ml;алевропелиты_темно-серые;473;1,21;0,15;40
Южно-Носковская_318;4140,78;J2ml;песчаник_с_просл.углист.матер.;482;1,84;0,24;60
Южно-Носковская_318;4158,05;J2ml;алевролиты_темно-серые;484;2,36;0,14;50
Южно-Носковская_318;4158,87;J2ml;алевролиты_темно-серые;483;2,52;0,14;58
Южно-Носковская_318;4187,5;J2ml;алевролиты_серые;484;1,32;0,09;44
